18.88148043,-99.22059481, 2018-08-07 17:58:03 p. m.
18.88149774,-99.22059834, 2018-08-07 17:58:04 p. m.
18.88150868,-99.22059, 2018-08-07 17:58:05 p. m.
18.88152218,-99.22058939, 2018-08-07 17:58:06 p. m.
18.88152631,-99.22058731, 2018-08-07 17:58:07 p. m.
18.88153388,-99.22049195, 2018-08-07 17:58:42 p. m.
18.88154263,-99.22048962, 2018-08-07 17:58:43 p. m.
18.88154784,-99.22049685, 2018-08-07 17:58:44 p. m.
18.88156897,-99.22050088, 2018-08-07 17:58:45 p. m.
18.88157132,-99.22049924, 2018-08-07 17:58:46 p. m.
18.8815776,-99.22049839, 2018-08-07 17:58:47 p. m.
18.88157004,-99.22048497, 2018-08-07 17:58:48 p. m.
18.88157537,-99.22047756, 2018-08-07 17:58:49 p. m.
18.88159809,-99.22048812, 2018-08-07 17:58:50 p. m.
18.8816106,-99.22049288, 2018-08-07 17:58:51 p. m.
18.88162959,-99.22049681, 2018-08-07 17:58:52 p. m.
18.88162742,-99.22049228, 2018-08-07 17:58:53 p. m.
18.8816242,-99.22049315, 2018-08-07 17:58:54 p. m.
18.88162332,-99.220486, 2018-08-07 17:58:55 p. m.
18.8816286,-99.22048335, 2018-08-07 17:58:56 p. m.
18.88164593,-99.22049216, 2018-08-07 17:58:57 p. m.
18.88165637,-99.220508, 2018-08-07 17:58:58 p. m.
18.88165176,-99.22049887, 2018-08-07 17:58:59 p. m.
18.88165322,-99.22049237, 2018-08-07 17:59:00 p. m.
18.88167244,-99.22049478, 2018-08-07 17:59:01 p. m.
18.88170206,-99.22049455, 2018-08-07 17:59:02 p. m.
18.88172236,-99.22049189, 2018-08-07 17:59:03 p. m.
18.88173209,-99.22049099, 2018-08-07 17:59:04 p. m.
18.88173362,-99.22048369, 2018-08-07 17:59:05 p. m.
18.88174191,-99.22048161, 2018-08-07 17:59:06 p. m.
18.8817528,-99.22048588, 2018-08-07 17:59:07 p. m.
18.88175367,-99.22048594, 2018-08-07 17:59:08 p. m.
18.88174011,-99.2204766, 2018-08-07 17:59:09 p. m.
18.8817361,-99.22048088, 2018-08-07 17:59:10 p. m.
18.8817511,-99.2204848, 2018-08-07 17:59:11 p. m.
18.88175716,-99.22048352, 2018-08-07 17:59:12 p. m.
